record_id,description,aircraft_model,manufacturer,accident_type,date,year,state,city,airport,source
20020917036549I,(-23) WITNESS REPORTED SEEING CESSNA CE-401 N531MH DEPART EAGLE CREEK AIRPORT WITHOUT ANY LIGHTS AFTER DARK. AIR TR,401A,CESSNA,AU,9-17-20020917,9,L,,L,faa
20021117036339I,"(-23) ON NOVEMBER 17, 2002, AT 1630 LOCAL TIME A CESSNA 152, N4823L REGISTERED TO AERO WINGS INC. AND OPERATED BY J",152,CESSNA,II,11-17-20021117,11,H,,H,faa
20021024033449I,(-23) CREW FAILED TO SWITCH ON THE WING AND ENGINE ANTI-ICE WHEN GROUND ICING CONDITIONS EXISTED. CORRECTED ON THE,7373TO,BOEING,ME,10-24-20021024,10,L,,L,faa
20021002026869A,"(.19) ON OCTOBER 2, 2002, ABOUT 1540 EASTERN DAYLIGHT TIME, A BEAGLE AIRCRAFT B.206 BASSET, N72KB, WAS DESTROYED AF",B2062,BAG,II,10-02-20021002,10,L,CONT,L,faa
20021201038509A,(-23) PILOT REPORTED AIRCRAFT WOULD NOT ROTATE ON TAKE-OFF ROLL. ABORTED TAKEOFF AND AIRCRAFT SKIDDED OFF THE END O,182J,CESSNA,II,12-01-20021201,12,H,,H,faa
20030225003209A,(-23) WITNESSES AT THE DEPARTURE AIRPORT STATED THAT PILOT HAD SIGNIFICANT DIFFICULTY STARTING THE AIRCRAFT IMMEDIA,KISTR1,AMTR,AU,2-25-20030225,2,L,,L,faa
20030317008009A,(-23) MS BOMBERGER LANDED AT CTJ AFTER A SECOND NO FLAP APPROACH AND RAN OFF THE END OF THE RUNWAY CAUSING THE NOSE,A100,BEECH,AU,3-17-20030317,3,L,PWA,L,faa
20030109002509A,"(.19) ON JANUARY 9, 2003, APPROXIMATELY 1500 CENTRAL STANDARD TIME, AN AEROSPATIALE AS-350-BA SINGLE-ENGINE HELICOP",AS350BA,SNIAS,II,1-09-20030109,1,G,,G,faa
20030306008999I,"(-23) DURING THE TAKEOFF ROLL THE PILOT IN COMMAND NOTICED A ""VIBRATION"". THE VIBRATION CONTINUED AND AS THE AIRCRA",560CESSNA,CESSNA,II,3-06-20030306,3,L,PWA,L,faa
20030201001619I,(-23) AIRCRAFT HAD BEEN GROUNDED BECAUSE THE BRAKES WERE INOPERATIVE. CFK AND STUDENT PILOT FAILED TO CHECK THE DIS,PA23160,PIPER,II,2-01-20030201,2,L,,L,faa
20030102006879I,(-23) WHILE BEGINNING A TAKEOFF ROLL ON RUNWAY 4 THE CREW OF N961LL ABORTED THE TAKEOFF AFTER REACHING AN AIRSPEED,B300,BEECH,II,1-02-20030102,1,L,,L,faa
20021219034299I,"(-23) ON DECEMBER 19, 2002, ABOUT 1530 MOUNTAIN STANDARD TIME, A BEECHCRAFT A36, N323D, LANDED THE AIRCRAFT WITHOUT",A36,BEECH,II,12-19-20021219,12,L,,L,faa
20021219033249I,"(-23) ON DECEMBER 19, 2002, AT APPROXIMATELY 1:03 AM, A FALCON DA-20 LANDED AT STANIFORD INTERNATIONAL AIRPORT WITH",FALCOND,AMD,II,12-19-20021219,12,L,GE,L,faa
20030306005039A,"(-23) BAGS FROM AFT BAGGAGE STRUCK THE TAIL ROTOR IN FLIGHT, SUBSEQUENTLY THE TAIL ROTOR FAILED THE PILOT LANDED IN",206L3,BELL,II,3-06-20030306,3,G,,G,faa
20030223010089I,"(-23) CREW WAITED FOR AIRCRAFT TO BE TAXIED TO GATE FROM HANGAR, ASSUMING THAT IT HAD BEEN INSIDE AND DEICED. ON TH",AVRO146RJ85A,BAC,II,2-23-20030223,2,H,,H,faa
20030208002149I,"(-23) ON 02/08/2003 AT APPROXIMATELY 22:30, A LEAR JET OPERATED BY FS AIR, ON A MEDEVAC OPERATION, SLID OFF THE END",25C,LEAR,AF,2-08-20030208,2,L,GE,L,faa
20030130003529A,"(-23) ON JANUARY 30, 2003, ABOUT 0330 ALASKA STANDARD TIME, A CESSNA 208B AIRPLANE, N1276P, SUSTAINED SUBSTANTIAL D",208B,CESSNA,ME,1-30-20030130,1,H,PWA,H,faa
20030322004009A,"(-23) NO NTSB ACCIDENT NO, AS THIS IS AN ULTRA-LIGHT AIRCRAFT, AND THEY ELECTED NOT TO DO AN ACCIDENT REPORT. ^PRIV",ANTARES503,AMTR,II,3-22-20030322,3,K,,K,faa
20030611018109A,"(-23) ON JUNE 11, 2003 AT APPROXIMATELY 1242 EDT, A STEVEN D. AYERS EXPERIMENTAL RV-6A AIRCRAFT CRASHED DURING TAKE",RV6A,AMTR,II,6-11-20030611,6,L,LYC,L,faa
20030404010269A,(-23) A HOSE USED TO FILL THE CHEMICAL TANK FOR AERIAL APPLICATION WAS NOT REMOVED BEFORE THE PILOT ATTEMPTED TO TA,OH58A,BELL,II,4-04-20030404,4,G,,G,faa
20030424004209A,(-23) DURING TAXI FROM HANGER TO FUEL PUMPS AIRCRAFT WAS ON TAXIWAY WHEN A TELEPHONE MAN HOLE COVER BROKE AS AIRCRA,340A,CESSNA,AF,4-24-20030424,4,L,,L,faa
20030615012189A,"(-23) ON JUNE 15, 2003 AT APPROXIMATELY 1730 CENTRAL DAYLIGHT TIME, N20553 EXPERIENCED A LOSS OF POWER DURING TAKE",172M,CESSNA,II,6-15-20030615,6,H,,H,faa
20030620012809I,(-23) PILOT FAILED TO ASSURE THE OIL FILLER CAP WAS SECURE AND TOOK OFF. OIL WAS OBSERVED COMING OUT OF THE ENGINE,305A,CESSNA,II,6-20-20030620,6,H,,H,faa
20030530013819A,(-23) AIRCRAFT EXPERIENCED LOSS OF ENGINE POWER WHILE IN FLIGHT. PARTIAL POWER WAS RESTORED AND PILOT ATTEMPTED TO,172N,CESSNA,AU,5-30-20030530,5,H,LYC,H,faa
20030429010109I,(-23) A MEAL CART RELEASED ON LANDING AND TRAVELED NEARLY TO DOOR #2. THE CART HIT SEVERAL PASSENGERS AS IT TRAVERS,757351,BOEING,ME,4-29-20030429,4,L,,L,faa
20030617034909I,(-23) ^PRIVACY DATA OMITTED^ ON 6/17/2003 N7401P HAD A RIGHT MAIN GEAR FAILURE WHILE LANDING AT FOX FIELD LANCASTER,PA24250,PIPER,AU,6-17-20030617,6,L,LYC,L,faa
20030417006539I,"(-23) ON APRIL 17, 2003, AT 19:09 CENTRAL STANDARD TIME, AN EXPERIMENTAL AMATEUR BUILT MODEL BUCKER BU133R, N103S,",BU133R,AMTR,II,4-17-20030417,4,M,,M,faa
20030531037899A,"(-23) ON MAY 31, 2003, APPROXIMATELY 1030 CENTRAL DAYLIGHT TIME, AN AEROTEK PITTS S-2A SINGLE-ENGINE AEROBATIC BI-P",PITTSS2A,AVIAT,AU,5-31-20030531,5,Q,LYC,Q,faa
20030607012509A,"(-23) THE AIRCRAFT DEPARTED BARTLESVILLE MUNICIPAL AIRPORT (BVO) BARTLESVILLE, OK AT 1147 AM LOCAL TIME FOR A LOCAL",ACROSPORTII,AMTR,II,6-07-20030607,6,Q,LYC,Q,faa
20030415011469I,"(-23) AFTER GEAR MAINTENANCE AT SWEET WATER, THE EMERGENCY GEAR HANDLE NOT STOWED. PASSENGER SEAT BELT INTERFERED W",C35BEECH,BEECH,II,4-15-20030415,4,L,,L,faa
20030605015579I,(-23) MR. CAMPBELL FLEW HIS AIRCRAFT AFTER THE VACUUM PUMP WAS REMOVED FOR REPLACEMENT. THE MECHANIC (IA) WHO REMOV,THORPT18,AMTR,AU,6-05-20030605,6,L,,L,faa
20030604011419A,(-23) ROTORCRAFT ATTEMPTED TO LIFT OFF OF TRAILER WHILE THE RIGHT REAR SKID WAS SECURED WITH THE TIEDOWN STRAP. ROT,47G2,BELL,II,6-04-20030604,6,G,LYC,G,faa
20030328006589I,"(-23) CRUISE FLIGHT 4500 WESTBOUND 4 SOUTH OF INCIDENT SITE ENGINE QUIT. ESTABLISHED MAX GLIDE, FUEL SELECTOR LH, A",H35,BEECH,II,3-28-20030328,3,L,,L,faa
20030603012019I,"(-23) DATE: JUNE 3, 2003 LOGAN INTERNATIONAL AIRPORT BOSTON MA (BOS) 12:35 EDT ASI: DONALD E. SMALL N452FJ DORNIER",DO328300,DORNER,DE,6-03-20030603,6,H,PWA,H,faa
20030531012049I,"(-23) WHILE ENROUTE FROM DENVER CENTENNIAL (APA) TO PUEBLO CO (PUB), APPROXIMATELY 7 MILES SOUTH OF APA, PILOT CONT",PA32300,PIPER,II,5-31-20030531,5,L,LYC,L,faa
20030605015429A,"(-23) ENROUTE TO MUSCLE SHOALS ALA. (MSL) FROM REFORM ALA. (3M8) AT 3000 FEET, MR. RICHARDSON EXPERIENCED LOSS OF R",PA28140,PIPER,II,6-05-20030605,6,L,LYC,L,faa
20030515010309A,"(-23) THE PILOT WROTE, ""WHILE LEVELING OFF AT 700 FT AGL I FELT A VIBRATION IN THE ROTOR SYSTEM. AFTER CONFIRMING A",A109E,AGUSTA,II,5-15-20030515,5,G,,G,faa
20030725018199A,(-23) CANOPY WAS NOT SECURED PROPERLY PRIOR TO TAKE-OFF AND OPENED IN FLIGHT JUST AFTER ROTATION. PILOT LOST CONTRO,VARIEZE,AMTR,II,7-25-20030725,7,M,,M,faa
20030710018909A,(-23) THE PILOT FORGOT OR OVERLOOKED REMOVING THE RIGHT AILERON TO FLAP GUST LOCK DURING THE PREFLIGHT. AT ROTATION,S2R,AYRES,II,7-10-20030710,7,L,,L,faa
20030720015809A,"(-23) ON TAKEOFF, AIRCRAFT PITCHED UP TO AN EXCESSIVE NOSE HIGH ATTITUDE, THEN HIT THE GROUND HARD, SKIDDED TO A ST",PZLM18,WSK,II,7-20-20030720,7,L,,L,faa
20030720036259A,"(-23) ^PRIVACY DATA OMITTED^ PILOT STATED THAT AFTER TAKEOFF FROM RUNWAY 26 AT DAHL CREEK, ALASKA HIS AIRCRAFT ENGI",M4220C,MAULE,II,7-20-20030720,7,H,,H,faa
20030723018029I,(-23) AIRCRAFT WAS BEING MARSHALLED TO PARKING POSITION A52J ON CONCOURSE 1 EAST RAMP. THE PAINTED TAXI LINES AT TH,1900D,BEECH,AF,7-23-20030723,7,L,,L,faa
20030810020329A,"(-23) N4975B WHEN LANDING ON RUNWAY 22, AVON PARK, FL, AIRCRAFT RAN INTO APPROX. (1) FOOT OF STANDING WATER ON THE",J35,BEECH,AF,8-10-20030810,8,L,,L,faa
20030714017999I,"(-23) AFTER LEVELING OFF AT A CRUISING ALTITUDE OF 5000 FT IN IMC CONDITIONS, THE PILOT STATED THAT THE ENGINE BEGA",PA24260,PIPER,AU,7-14-20030714,7,L,LYC,L,faa
20030702030429A,(-23) ENGINE WAS NOT RUNNING PROPERLY DURING TAKEOFF. PILOT CONTINUED THE TAKE OFF AND THE ENGINE FAILED AT APPROXI,172N,CESSNA,AU,7-02-20030702,7,H,LYC,H,faa
20030910027319A,"(-23) ON SEPTEMBER 10, 2003 AT APPROXIMATELY 1400 LOCAL TIME, MR. BIRD WATER TAXIED THE AIRCRAFT FROM BROWN'S SEAPL",J5A,PIPER,II,9-10-20030910,9,H,CONT,H,faa
20030706013569I,"(-23) AT ABOUT 5 PM SUNDAY JULY 6, 2003 THE PILOT DEPARTED TRIDENT BASIN NORTHBOUND WITH ONE PASSENGER. AFTER TAKEO",15AC,ARONCA,II,7-06-20030706,7,H,LYC,H,faa
20030622012009I,(-23) THE PILOT OF N17655 BE-55 DECLARED AN EMERGENCY ON TAKEOFF WHEN PASSENGER NOTICED OIL STREAKS ON THE LEFT ENG,95B55,BEECH,II,6-22-20030622,6,L,,L,faa
20030725022279I,"(-23) ON TAKE OFF THE NOSE WHEEL OF FEDEX FLIGHT 1238, AN A300 AIRBUS STRUCK A RED FLAGGED ITEM LOCATED ON THE CENT",A300F4605R,AIRBUS,II,7-25-20030725,7,L,,L,faa
20030716016929I,"(-23) ON JULY 16, 2003, N1674T, A CESSNA 414, PILOTED BY BENJAMIN BELL WAS TAXIING FOR TAKE-OFF AT HANOVER COUNTY A",414,CESSNA,II,7-16-20030716,7,L,,L,faa
20030901026139A,"(-23) ON SEPTEMBER 1, 2003, AT APPROXIMATELY 1130(LCL), A CESSNA MODEL 172-F N8578U CRASHED ON A FIELD NEAR THE FAJ",172F,CESSNA,II,9-01-20030901,9,H,LYC,H,faa
20031003030279A,"(-23) PILOT DEPARTED DANVILLE, IL (KDNV) WITH INOPERATIVE FUEL GAUGES ENROUTE TO MORGANTOWN, WV (MGW). THE AIRCRAFT",VANSRV4,AMTR,AU,10-03-20031003,10,L,LYC,L,faa
20031019027459A,(-23) ACCORDING TO VERBAL AND WRITTEN STATEMENTS FROM THE PILOT ROBERT WOLVERTON AND AIRPORT MANAGER ELDIN NIMMO: O,KOLBMK3,AMTR,AU,10-19-20031019,10,H,ROTAX,H,faa
20031215034409A,(-23) SHORTLY AFTER TAKE-OFF FROM WATSONVILLE MUNICIPAL AIRPORT (WVI) AT APPROXIMATELY 1300 PST THE AIRCRAFT ENGINE,182P,CESSNA,II,12-15-20031215,12,H,CONT,H,faa
20031030027829A,(-23) RATED PILOT TOOK OFF WITH THE FLAPS EXTENDED. TAKEOFFS ARE TO BE MADE WITH THE FLAPS UP ACCORDING TO THE POH.,VANSRV4,AMTR,II,10-30-20031030,10,L,,L,faa
20030918026799A,"(-23) ON SEPTEMBER 18, 2003, AT 1750 EASTERN DAYLIGHT TIME, A CESSNA 172M, N13375, REGISTERED TO AND OPERATED BY MR",172M,CESSNA,II,9-18-20030918,9,H,LYC,H,faa
20031005037479A,"(-23) PILOT STATEMENT: ON OCT. 5, 2003 AT APPROXIMATELY 0715Z, MY CESSNA 182H (N1919X) RAN OUT OF FUEL AND CRASHED",182H,CESSNA,II,10-05-20031005,10,H,,H,faa
20031109037889I,"(-23) ON 10-22-2003 AIRPORT WAS NOTAMED CLOSED TO FACILITATE BORING 10"" TEST HOLES, ON THE CENTERLINE OF RUNWAY 20,",182H,CESSNA,AF,11-09-20031109,11,H,,H,faa
20031128034249A,"(-23) THE PILOT IN COMMAMD FAILED TO FOLLOW THE CHECKLIST. IN DOING SO, THE PILOT IN COMMAND ENDANGERED THE PROPERT",206L1,BELL,II,11-28-20031128,11,G,,G,faa
20031027036569I,(-23) THE PIC OF N8454Y STATED THAT THERE WERE INADEQUATE MARKINGS AND LIGHTING ON THE AREA WHERE HE WAS TAXIING HI,PA32301,PIPER,AI,10-27-20031027,10,L,,L,faa
20031114036279I,"(-23) AFTER LANDING AT RENO, NEVADA ON 11/13/2003 AND BLOWING OUT THE MAIN TIRES DUE TO A WOW SWITCH RIGGING PROBLE",390,RAYTHN,AU,11-14-20031114,11,L,,L,faa
20031111034609A,"(-23) ON NOVEMBER 11, 2003 ATP RATED PIC AND SIC DEPARTED PALWAUKEE AIRPORT (PWK), WHEELING, IL ON A 14 CFR 135 - O",560XL,CESSNA,AU,11-11-20031111,11,L,,L,faa
20031004024399A,"(-23) AMERICAN AIRLINES FLIGHT #847, B-737-823, N972AN, WHILE PARKED AT BOSTON TERMINAL B, GATE 26, WAS STRUCK BY A",737823,BOEING,DE,10-04-20031004,10,L,,L,faa
20030923024829I,(-23) MR. JASPART DID NOT KNOW WHAT THE VFR TRANSPONDER CODE WAS AND WAS SQUAKING 7600. HE WAS ALSO CONFUSED WHILE,172P,CESSNA,ME,9-23-20030923,9,H,,H,faa
20031019026569A,"(-23) IN A STATEMENT ON OCTOBER 21, 2003, THE PILOT STATED HE ATTEMPTED TO TAKE OFF WITH THE CONTROL LOCK INSTALLED",172N,CESSNA,II,10-19-20031019,10,H,,H,faa
20030919028039A,"(-23) AFTER THE PREVIOUS FLIGHT, PIC HAD PLACED TAPE OVER THE PILOT TUBE IN LIEU OF A COVER. WHILE PREPARING FOR TH",LANCAIRLEGAY,AMTR,II,9-19-20030919,9,L,CONT,L,faa
20040202002289I,(-23) AFTER LANDING ON THE SNOW COVERED RUNWAY THE FLIGHT WAS CLEARED BY ATCT TO TAKE ANY LEFT TURN AND TAXI TO THE,EMB145LR,EMB,AF,2-02-20040202,2,L,,L,faa
20040405029859A,(-23) AIRCRAFT DEPARTED JZI AND THE AIRCRAFT'S LEFT ENGINE FAILED SHORTLY AFTER TAKEOFF. THE AIRCRAFT IMPACTED THE,PA60601P,PIPER,AU,4-05-20040405,4,M,LYC,M,faa
20040318008479A,"(-23) ON 03-18-04 MR. MAUCH JR. PILOTED AN UNWORTHY AIRCRAFT, DURING THE TAKEOFF SEQUENCE AND SHORTLY AFTER LIFT OF",140,CESSNA,AU,3-18-20040318,3,H,,H,faa
20040410005949A,"(-23) PILOT T.O. FROM HIS PRIVATE STRIP, CLIMBED TO 6000FT AND WENT INVERTED DURING AN ACROBATIC MANEUVER (AEROBATI",YAK54,YAKLEV,II,4-10-20040410,4,M,,M,faa
20040201003099A,"(-23) ON FEBRUARY 1, 2004, AT 1700 EASTERN STANDARD TIME, A SAAB 340A, N158SD, OPERATED BY SHUTTLE AMERICA INC. (UH",SF340A,SAAB,DE,2-01-20040201,2,L,,L,faa
20040322015809I,"(-23) PILOT DEPARTED WINNIE, TX AIRPORT WITH TOW BAR ATTACHED TO NOSE GEAR. MINOR DAMAGE TO NOSE GEAR DOORS ON LAND",300BEECH,BEECH,II,3-22-20040322,3,L,,L,faa
20040206001079I,"(-23) DELTA AIRLINES FLIGHT 364, AIRCRAFT N3738B, A B-737-800, WAS ENROUTE TO ATLANTA FROM KANSAS CITY. AT APPROXIM",737832,BOEING,AF,2-06-20040206,2,L,,L,faa
20040306014959I,"(-23) ON 3/6/04 AT APPROXIMATELY 0932 E, A CHAUTAUQUA AIRLINES, FLIGHT 4912, N971RP, RETURNED TO ROC DUE TO A LANDI",EMB145LR,EMB,II,3-06-20040306,3,L,,L,faa
20040321006069I,"(-23) ON MARCH 3, 2004, AT APPROXIMATELY 1745 PST, N42746, A HOT AIR BALLOON EXECUTED A FORCED LANDING INTO A RESID",S77A,RAVEN,II,3-21-20040321,3,B,,B,faa
20040108000159A,"(-23) ON JANUARY 8, 2004, ABOUT 1427 CENTRAL STANDARD TIME, A BEECH E-90, N48TA, OPERATED BY TIDEWATER AERO, SUSTAI",E90,BEECH,II,1-08-20040108,1,L,,L,faa
20040105000069I,"(-23) AMERICAN AIRLINES FLIGHT 1453, AIRCRAFT N497AA, AN MD-82, LANDED AT MCI FROM LGA. WHILE TAXIING, DUE TO A HEA",DC982,DOUG,AF,1-05-20040105,1,L,,L,faa
20040222005669A,"(-23) PILOT AND PASSENGERS STATED THE AIRCRAFT TAKE OFF WAS NORMAL, HOWEVER, DURING CLIMB OUT THE AIRCRAFT HAD A LO",182A,CESSNA,II,2-22-20040222,2,H,CONT,H,faa
20040304003309I,"(-23) AFTER NORMAL TOUCHDOWN THE AIRCRAFT STARTED SLIDING OR HYDROPLANING TOWARD LEFT SIDE OF RUNWAY, AIRCRAFT STRU",FALCON50MYST,AMD,AF,3-04-20040304,3,L,,L,faa
20040211001589I,(-23) THE PILOT STATED WHILE GOING THROUGH THE START PROCEDURE THE STARTER WOULD NOT ENGAGE. HE REMEMBERED THAT THE,EC120B,UROCOP,II,2-11-20040211,2,G,TMECA,G,faa
20040519008689A,(-23) AIRCRAFT LOST POWER DURING TAKEOFF AT APPROXIMATELY 500 FEET AGL. PILOT WAS ABLE TO MAKE A 180 DEGREE TURN AN,180J,CESSNA,II,5-19-20040519,5,H,CONT,H,faa
20040609010269A,"(-23) ON JUNE 9, 2004, AT 2208 MDT, A CESSNA 172, N9474L, REGISTERED TO CIVIL AIR PATROL, OPERATING AS A PUBLIC USE",172P,CESSNA,AU,6-09-20040609,6,H,LYC,H,faa
20040529011479A,(-23) OWNER/PILOT WAS TEST FLYING THE AIRCRAFT BECAUSE OF AN OIL PRESSURE PROBLEM. PILOT TOOK OFF FROM HIS BACK YAR,SPORTBIPLANE,AMTR,AU,5-29-20040529,5,Q,LYC,Q,faa
20040608017419A,"(-23) ACCORDING TO EYEWITNESSES, THE NONCERTIFICATED PILOT WAS DOING HAMMERHEAD STALLS IN AN UNREGISTERED HOMEBUILT",J3KITTEN,AMTR,AU,6-08-20040608,6,H,,H,faa
20040527012379I,(-23) AIRCRAFT BATTERY FAILED TO START THE AIRCRAFT. PILOT ATTEMPTED TO CHARGE BATTERY UNSUCCESSFULLY. PILOT THEN J,A2324,BEECH,II,5-27-20040527,5,L,CONT,L,faa
20040428022659A,(-23) PILOT DEPARTED FREDERICKSBURG SHANNON AIRPORT (EZF) WITH THE AIRCRAFT TOW BAR ATTACHED. IMMEDIATELY AFTER DEP,RV6A,AMTR,II,4-28-20040428,4,L,,L,faa
20040627030379A,(-23) DECEASED PASSENGERS: FRONT LEFT SEAT ^PRIVACY DATA OMITTED^ REAR LEFT SEAT ^PRIVACY DATA OMITTED^,R44,ROBSIN,AU,6-27-20040627,6,G,LYC,G,faa
20040420009309I,(-23) THE PILOT REQUESTED A LONG LANDING ON 13L AT DALLAS LOVEFIELD AND THE REQUEST WAS APPROVED. N3217Q LANDED RUN,401,CESSNA,II,4-20-20040420,4,L,,L,faa
20040630016499I,"(-23) ON JUNE 30, 2004 AT APPROXIMATELY 1155Z, WHILE TAXIING TO PARKING THE PILOT TURNED OFF HIS TAXI LIGHT TO FOLL",207A,CESSNA,ME,6-30-20040630,6,H,,H,faa
20040603017449A,(-23) AIRCRAFT IMPACTED TREES/TERRAIN SHORTLY AFTER DEPARTURE FROM RUNWAY 32. THE AIRCRAFT WAS DESTROYED AND NO POS,T28B,NAMER,II,6-03-20040603,6,L,,L,faa
20040510029249A,"(-23) ON MAY 10, 2004, A PIPER PA-38-112 SINGLE-ENGINE AIRPLANE, N24007, WAS SUBSTANTIALLY DAMAGED WHEN IT IMPACTED",PA38112,PIPER,II,5-10-20040510,5,L,LYC,L,faa
20040822021239A,"(-23) PILOT REPORTED AIRCRAFT ACCIDENT TO FSDO AT APPROXIMATELY 10:20 ON 08/23/2004. PILOT, OWNER MR. GARY JONES ST",2T1A2,GRTLKS,AF,8-22-20040822,8,Q,CONT,Q,faa
20040925024259A,"(-23) MR. JAY YOSHINAGA, PILOT AND ^PRIVACY DATA OMITTED^, MECHANIC, WERE DEPARTING RUNWAY 24 AT FUL WHEN THE AIRCR",BUSHMSTR2000,BUSHMS,II,9-25-20040925,9,H,PWA,H,faa
20040915034019A,"(-23) ON SEPTEMBER 15, 2004, ON ABOUT 1200, AN AIR TRACTOR INC. AT-502-B AIRCRAFT N90375, REGISTERED TO GLADEVIEW A",AT502B,AIRTRC,II,9-15-20040915,9,L,PWA,L,faa
20040929031179A,"(-23) THE AIRCRAFT DEPARTED FROM RUNWAY 24 AT N57, NEW GARDEN AIRPORT. ACCORDING TO WITNESSES, THE AIRCRAFT CLIMBED",PA28180,PIPER,II,9-29-20040929,9,L,LYC,L,faa
20040727017349A,"(-23) ^PRIVACY DATA OMITTED^ ON 7-26-04 PILOT IN COMMAND, AVERON J. ROSSER HAD DEPARTED THE BETTLES, ALASKA AIRPORT",M5220C,MAULE,AU,7-27-20040727,7,H,,H,faa
20040929024539I,(-23) THE FLIGHT DEPARTED PETALUMA MUNI AIRPORT (069) AT ABOUT 1000 PDT ON 09/28/04. AFTER SEVERAL ENROUTE WATER LA,CH701,AMTR,AU,9-29-20040929,9,H,,H,faa
20040821025519I,"(-23) ON AUGUST 21, 2004, AT 08:45 EDT, A MOONEY M20J, N202MG, S/N 24-1630 WAS RETURNING FROM A LOCAL FLIGHT, LANDI",M20J,MOONEY,II,8-21-20040821,8,L,,L,faa
20040901020979A,"(-23) AIRCRAFT CRASHED UNDER UNKNOWN CIRCUMSTANCES NEAR FOSSIL, OR. SUBSTANTIAL DAMAGE TO A/C, PILOT TRANSPORTED TO",H800,HELIO,II,9-01-20040901,9,H,LYC,H,faa
20040823021189A,"(-23) THE PILOT DEPARTED DANVILLE, IL ENROUTE TO CRYSTAL LAKE, IL IN CESSNA 182, N92848, ON AUGUST 23, 2004. THE EN",182N,CESSNA,II,8-23-20040823,8,H,,H,faa
20040925025079A,(-23) FUEL CONTAMINATION IN AIRFRAME FUEL FILTER AS WELL AS IN FUEL FILTER AND ENGINE DRIVEN FUEL PUMP FILTER. THE,206B,BELL,II,9-25-20040925,9,G,ALLSN,G,faa
20041006035249A,"(-23) ON OCTOBER 6, 2004, AT 1515 LOCAL TIME (FEDERAL STATES OF MICRONESIA), A SINGLE-ENGINE HUGHES 369HS, N74AM, R",369HS,HUGHES,II,10-06-20041006,10,G,,G,faa
20040813018609I,(-23) PILOT TATOM DEPARTED THE SOUTH HELIPAD AT ST. FRANCIS HOSPITAL ON A MAINTENANCE FLIGHT. DURING THE FLIGHT BOT,BK117B2,BOLKMS,II,8-13-20040813,8,G,,G,faa
20041021024859A,"(-23) N3889B, A BE-35-F35, CO-OWNED AND REGISTERED TO H.N. AND PATRICIA MCCUTCHEN, WAS BASED AT THE STILLWATER, OK",F35,BEECH,AU,10-21-20041021,10,L,CONT,L,faa
20041026029939A,(-23) AIRCRAFT VEERED OFF THE RWY TO THE RIGHT ON PRIVATE AIRSTRIP UNDER PRESUMED ATTEMPT TO TAKE-OFF STRIKING RIGH,24R40,FRCHLD,AU,10-26-20041026,10,H,FCD,H,faa
20041202029289I,(-23) PILOT REPORTED THE LANDING GEAR RETRACTED DURING TAKE-OFF ROLL. PILOT FURTHER REPORTED THAT PRIOR TO EGRESSIN,PA24250,PIPER,II,12-02-20041202,12,L,,L,faa
20041201033869I,"(-23) ON DECEMBER 1, 2004, AT APPROXIMATELY 1630 HOURS CST, A BEECHCRAFT BE-23-A23, N1443L, COLLIDED WITH TREES WHI",A23,BEECH,II,12-01-20041201,12,L,,L,faa
20041202032849I,"(-23) PILOT DEPARTED AURORA MUNICIPAL AIRPORT (2H2), AURORA, MISSOURI, VFR ENROUTE TO AIR PARK SOUTH AIRPORT (2K2),",150H,CESSNA,II,12-02-20041202,12,H,,H,faa
20041115032579I,"(-23) ON RAMP AT HILO AIRPORT, PILOT CLOSED AIRSTAIR DOOR FROM OUTSIDE. WHEN FINISHED UNLOADING CARGO, HE PROCEEDED",1900C,BEECH,II,11-15-20041115,11,L,,L,faa
20041108029389I,(-23) ^PRIVACY DATA OMITT^ THE PILOT MADE AN EMERGENCY LANDING WITHOUT INCIDENT. HE CONTACTED NORTHLAND AVIATION AN,NORTHMAN2+2,AMTR,II,11-08-20041108,11,H,LYC,H,faa
20041010029579A,(-23) THE PILOT OF THE FLOAT EQUIPPED AIRPLANE AND HIS 3 PASSENGERS DEPARTED A FISHING LODGE SHORTLY AFTER DAWN. TH,A185F,CESSNA,II,10-10-20041010,10,H,CONT,H,faa
20041129030709A,"(-23) PILOT STATED THAT ON HIS FINAL APPROACH TO ""1N9"" HIS AIRSPEED WAS 80 MPH, AND OVER THE NUMBERS, HE CLOSED THE",PA28140,PIPER,AU,11-29-20041129,11,L,LYC,L,faa
20041013027419I,(-23) AIRCRAFT WAS STOPPED ON TAXIWAY ECHO IN LINE FOR TAKEOFF. AN AMERICAN AIRLINES BAGGAGE CART BROKE AWAY FROM T,7375H4,BOEING,DE,10-13-20041013,10,L,GE,L,faa
20041202030719A,"(-23) THE PURPOSE OF THE FLIGHT WAS FOR A MAINTENANCE CHECK OF THE PRESSURIZATION SYSTEM, THE AILERON TRIM AND THE",414,CESSNA,AU,12-02-20041202,12,,CONT,L,faa
20050101034179A,(-23) ON 01/01/05 THE PILOT ^PRIVACY DATA OMITTED^ THE HOLDER OF A COMMERCIAL PILOT CERTIFICATE WAS IN THE LOCAL TR,172L,CESSNA,II,1-01-20050101,1,H,LYC,H,faa
20050102001179I,"(-23) WHILE BEING TOWED TO GATE 22, NWAA, A-320 AIRCRAFT, N327NW COLLIDED WITH THE TUG WHEN THE TUG APPLIED THE BRA",A320211,AIRBUS,DE,1-02-20050102,1,L,GE,L,faa
